article_id,tone,framing,balance,political_lean,dominant_actor
ART0221,1,ekonomski,1,pro_vlast,actor_043
ART0222,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0223,1,proceduralni,0,neutralan,actor_055
ART0224,-1,konflikt,0,neutralan,actor_028
ART0225,0,odgovornost,0,pro_opozicija,actor_037
ART0226,-2,moralni,0,pro_opozicija,actor_054
ART0227,1,moralni,0,pro_vlast,actor_043
ART0228,0,odgovornost,1,neutralan,actor_033
ART0229,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0230,0,proceduralni,0,neutralan,actor_055
ART0231,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0232,0,proceduralni,0,neutralan,actor_043
ART0233,-1,nacionalni,0,neutralan,actor_027
ART0234,0,proceduralni,0,neutralan,actor_020
ART0235,0,proceduralni,0,neutralan,actor_043
ART0236,-1,konflikt,0,pro_opozicija,actor_043
ART0237,0,ekonomski,0,neutralan,actor_018
ART0238,1,konflikt,1,pro_opozicija,actor_062
ART0239,-1,odgovornost,0,pro_opozicija,actor_043
ART0240,0,proceduralni,0,neutralan,actor_020
ART0241,-1,odgovornost,0,pro_opozicija,actor_043
ART0242,0,proceduralni,0,neutralan,actor_055
ART0243,1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0244,0,proceduralni,0,neutralan,actor_020
ART0245,1,nacionalni,0,pro_gradjanska_opcija,actor_059
ART0246,-1,nacionalni,1,pro_bosnjacka_opcija,actor_018
ART0247,1,nacionalni,0,pro_gradjanska_opcija,actor_006
ART0248,0,konflikt,0,neutralan,actor_023
ART0249,0,nacionalni,0,neutralan,actor_055
ART0250,0,proceduralni,1,neutralan,actor_033
ART0251,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0252,0,proceduralni,0,neutralan,actor_026
ART0253,-1,konflikt,0,pro_bosnjacka_opcija,actor_017
ART0254,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0255,-1,proceduralni,0,pro_opozicija,actor_049
ART0256,1,proceduralni,0,pro_opozicija,actor_044
ART0257,0,proceduralni,0,neutralan,actor_017
ART0258,1,konflikt,0,pro_bosnjacka_opcija,actor_030
ART0259,0,proceduralni,2,neutralan,actor_064
ART0260,1,proceduralni,0,pro_srpska_opcija,actor_027
ART0261,0,proceduralni,2,neutralan,actor_023
ART0262,-1,proceduralni,0,neutralan,actor_027
ART0263,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0264,0,nacionalni,0,pro_hrvatska_opcija,actor_049
ART0265,-1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0266,1,proceduralni,0,neutralan,actor_040
ART0267,0,proceduralni,0,neutralan,actor_012
ART0268,-1,nacionalni,0,pro_bosnjacka_opcija,actor_031
ART0269,0,proceduralni,0,neutralan,actor_019
ART0270,0,proceduralni,0,neutralan,actor_055
ART0271,1,nacionalni,1,pro_srpska_opcija,actor_064
ART0272,0,proceduralni,0,neutralan,actor_039
ART0273,0,proceduralni,0,neutralan,actor_019
ART0274,1,ekonomski,0,pro_opozicija,actor_043
ART0275,1,proceduralni,1,pro_bosnjacka_opcija,actor_030
ART0276,1,ekonomski,0,pro_vlast,actor_043
ART0277,1,proceduralni,0,pro_bosnjacka_opcija,actor_030
ART0278,0,proceduralni,1,neutralan,actor_055
ART0279,0,neutralan,0,neutralan,actor_063
ART0280,0,proceduralni,2,neutralan,actor_020
ART0281,0,konflikt,2,neutralan,actor_052
ART0282,0,konflikt,2,neutralan,actor_052
ART0283,-2,moralni,0,pro_opozicija,actor_037
ART0284,0,proceduralni,0,neutralan,actor_055
ART0285,1,proceduralni,0,pro_bosnjacka_opcija,actor_063
ART0286,1,ekonomski,0,pro_vlast,actor_043
ART0287,0,proceduralni,0,neutralan,actor_049
ART0288,1,konflikt,0,pro_opozicija,actor_023
ART0289,-2,nacionalni,0,pro_hrvatska_opcija,actor_059
ART0290,0,nacionalni,2,neutralan,actor_033
ART0291,1,ekonomski,0,pro_vlast,actor_043
ART0292,-2,konflikt,0,pro_opozicija,actor_054
ART0293,0,proceduralni,2,neutralan,actor_055
ART0294,1,nacionalni,1,pro_hrvatska_opcija,actor_017
ART0295,1,ekonomski,0,neutralan,actor_043
ART0296,1,nacionalni,0,pro_bosnjacka_opcija,actor_018
ART0297,1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0298,0,proceduralni,0,neutralan,actor_055
ART0299,0,proceduralni,0,nejasno,actor_027
ART0300,0,proceduralni,0,neutralan,actor_020
ART0301,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0302,-1,odgovornost,2,pro_opozicija,actor_018
ART0303,0,proceduralni,1,neutralan,actor_064
ART0304,0,ekonomski,0,neutralan,actor_055
ART0305,1,ekonomski,0,pro_srpska_opcija,actor_027
ART0306,-1,nacionalni,0,pro_gradjanska_opcija,actor_017
ART0307,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0308,0,proceduralni,0,neutralan,actor_019
ART0309,0,proceduralni,0,neutralan,actor_019
ART0310,0,proceduralni,0,neutralan,actor_055
ART0311,1,konflikt,0,pro_opozicija,actor_030
ART0312,-1,odgovornost,1,neutralan,actor_031
ART0313,0,odgovornost,2,neutralan,actor_018
ART0314,0,proceduralni,0,neutralan,actor_015
ART0315,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0316,-1,proceduralni,0,neutralan,actor_027
ART0317,0,odgovornost,0,pro_opozicija,actor_043
ART0318,0,proceduralni,0,neutralan,actor_043
ART0319,0,proceduralni,0,neutralan,actor_055
ART0320,1,proceduralni,0,pro_hrvatska_opcija,actor_040
ART0321,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0322,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0323,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0324,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0325,0,proceduralni,0,neutralan,actor_033
ART0326,-1,odgovornost,0,pro_opozicija,actor_037
ART0327,0,proceduralni,0,neutralan,actor_033
ART0328,0,proceduralni,0,neutralan,actor_064
ART0329,-1,odgovornost,0,pro_opozicija,actor_037
ART0330,0,proceduralni,2,neutralan,actor_055
ART0331,1,konflikt,1,pro_srpska_opcija,actor_004
ART0332,1,ekonomski,0,neutralan,actor_055
ART0333,0,proceduralni,0,neutralan,actor_055
ART0334,1,konflikt,1,pro_hrvatska_opcija,actor_017
ART0335,0,konflikt,2,neutralan,actor_023
ART0336,-2,konflikt,0,neutralan,actor_040
ART0337,0,proceduralni,0,neutralan,actor_040
ART0338,1,proceduralni,0,pro_gradjanska_opcija,actor_020
ART0339,1,nacionalni,1,pro_hrvatska_opcija,actor_025
ART0340,0,proceduralni,1,neutralan,actor_043
ART0341,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0342,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0343,-1,konflikt,1,pro_bosnjacka_opcija,actor_018
ART0344,1,nacionalni,0,pro_gradjanska_opcija,actor_044
ART0345,1,konflikt,1,nejasno,actor_027
ART0346,1,proceduralni,0,pro_hrvatska_opcija,actor_017
ART0347,-1,konflikt,0,pro_gradjanska_opcija,actor_027
ART0348,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0349,0,konflikt,2,neutralan,actor_027
ART0350,1,proceduralni,0,pro_hrvatska_opcija,actor_017
ART0351,-1,konflikt,0,pro_opozicija,actor_004
ART0352,0,konflikt,2,neutralan,actor_043
ART0353,1,konflikt,0,nejasno,actor_055
ART0354,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0355,0,ekonomski,0,neutralan,actor_055
ART0356,-2,moralni,0,pro_opozicija,actor_054
ART0357,0,ekonomski,0,neutralan,actor_055
ART0358,-1,proceduralni,0,pro_opozicija,actor_049
ART0359,2,nacionalni,0,pro_srpska_opcija,actor_027
ART0360,0,nacionalni,2,pro_srpska_opcija,actor_004
ART0361,1,nacionalni,0,pro_hrvatska_opcija,actor_036
ART0362,1,ekonomski,0,pro_vlast,actor_043
ART0363,0,proceduralni,0,neutralan,actor_027
ART0364,-1,nacionalni,0,pro_gradjanska_opcija,actor_047
ART0365,-1,moralni,0,nejasno,actor_045
ART0366,0,proceduralni,1,neutralan,actor_018
ART0367,0,konflikt,0,neutralan,actor_045
ART0368,1,konflikt,0,pro_bosnjacka_opcija,actor_030
ART0369,1,konflikt,0,pro_opozicija,actor_062
ART0370,0,proceduralni,2,neutralan,actor_031
ART0371,-1,moralni,0,neutralan,actor_027
ART0372,1,konflikt,0,pro_opozicija,actor_062
ART0373,0,moralni,0,pro_bosnjacka_opcija,actor_012
ART0374,-1,nacionalni,0,pro_gradjanska_opcija,actor_005
ART0375,0,proceduralni,2,neutralan,actor_015
ART0376,1,proceduralni,0,pro_gradjanska_opcija,actor_055
ART0377,1,moralni,0,neutralan,actor_043
ART0378,1,konflikt,1,pro_opozicija,actor_063
ART0379,-1,proceduralni,0,neutralan,actor_027
ART0380,0,konflikt,2,neutralan,actor_052
ART0381,0,konflikt,0,pro_srpska_opcija,actor_054
ART0382,-1,nacionalni,1,pro_bosnjacka_opcija,actor_004
ART0383,1,konflikt,1,nejasno,actor_045
ART0384,0,proceduralni,1,pro_opozicija,actor_018
ART0385,1,konflikt,1,pro_vlast,actor_018
ART0386,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0387,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0388,0,proceduralni,2,neutralan,actor_055
ART0389,0,proceduralni,0,neutralan,actor_031
ART0390,1,nacionalni,0,pro_gradjanska_opcija,actor_054
ART0391,0,proceduralni,0,neutralan,actor_033
ART0392,2,nacionalni,0,pro_srpska_opcija,actor_027
ART0393,1,proceduralni,0,neutralan,actor_040
ART0394,1,proceduralni,0,pro_vlast,actor_027
ART0395,-2,odgovornost,0,pro_opozicija,actor_054
ART0396,0,nacionalni,0,neutralan,actor_027
ART0397,1,konflikt,1,pro_bosnjacka_opcija,actor_032
ART0398,-1,odgovornost,2,neutralan,actor_018
ART0399,0,proceduralni,0,neutralan,actor_018
ART0400,-1,konflikt,0,pro_srpska_opcija,actor_004
ART0401,0,konflikt,0,neutralan,actor_052
ART0402,0,konflikt,2,neutralan,actor_023
ART0403,1,nacionalni,0,pro_gradjanska_opcija,actor_050
ART0404,1,nacionalni,0,pro_gradjanska_opcija,actor_054
ART0405,1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0406,0,proceduralni,0,neutralan,actor_055
ART0407,1,nacionalni,0,nejasno,actor_005
ART0408,0,proceduralni,2,neutralan,actor_012
ART0410,1,proceduralni,0,pro_gradjanska_opcija,actor_020
ART0411,-1,nacionalni,1,pro_gradjanska_opcija,actor_027
ART0412,1,konflikt,1,pro_gradjanska_opcija,actor_037
ART0413,1,konflikt,2,pro_vlast,actor_018
ART0414,0,nacionalni,2,pro_gradjanska_opcija,actor_025
ART0415,1,nacionalni,1,pro_bosnjacka_opcija,actor_043
ART0416,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0417,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0418,0,proceduralni,0,neutralan,actor_049
ART0419,-1,nacionalni,2,pro_gradjanska_opcija,actor_030
ART0420,1,konflikt,0,pro_gradjanska_opcija,actor_059
ART0421,0,proceduralni,0,neutralan,actor_019
ART0422,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0423,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0424,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0425,1,proceduralni,0,neutralan,actor_020
ART0426,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0427,1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0428,1,ekonomski,0,pro_vlast,actor_043
ART0429,0,proceduralni,2,neutralan,actor_031
ART0430,0,proceduralni,0,neutralan,actor_057
ART0431,1,nacionalni,1,pro_hrvatska_opcija,actor_005
ART0432,1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0433,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0434,0,proceduralni,0,neutralan,actor_018
ART0435,0,proceduralni,2,pro_gradjanska_opcija,actor_020
ART0436,0,proceduralni,0,neutralan,actor_049
ART0437,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0438,1,odgovornost,0,pro_opozicija,actor_043
ART0439,1,nacionalni,0,pro_hrvatska_opcija,actor_044
ART0440,1,proceduralni,0,neutralan,actor_012
ART0441,0,proceduralni,2,neutralan,actor_020
ART0442,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0443,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0444,1,proceduralni,0,pro_gradjanska_opcija,actor_055
ART0445,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0446,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0447,0,proceduralni,0,neutralan,actor_018
ART0448,1,ekonomski,0,pro_opozicija,actor_030
ART0449,0,proceduralni,2,neutralan,actor_033
ART0450,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0451,1,odgovornost,0,pro_opozicija,actor_017
ART0452,-2,nacionalni,0,pro_bosnjacka_opcija,actor_004
ART0453,-1,konflikt,1,neutralan,actor_027
ART0454,0,proceduralni,0,neutralan,actor_055
ART0455,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0456,1,ekonomski,0,pro_vlast,actor_043
ART0457,1,odgovornost,0,pro_opozicija,actor_017
ART0458,0,proceduralni,0,neutralan,actor_043
