article_id,tone,framing,balance,political_lean,dominant_actor
ART0047,1,proceduralni,0,neutralan,actor_030
ART0048,1,nacionalni,0,pro_gradjanska_opcija,actor_020
ART0049,-1,nacionalni,0,pro_gradjanska_opcija,actor_043
ART0050,-1,proceduralni,2,neutralan,actor_064
ART0051,-1,proceduralni,0,neutralan,actor_050
ART0052,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0053,-1,moralni,0,pro_opozicija,actor_044
ART0054,1,proceduralni,0,nejasno,actor_040
ART0055,-1,ekonomski,0,neutralan,actor_043
ART0056,-1,nacionalni,0,pro_srpska_opcija,actor_064
ART0057,-1,nacionalni,0,pro_srpska_opcija,actor_004
ART0058,-1,konflikt,2,neutralan,actor_036
ART0059,0,proceduralni,0,nejasno,actor_043
ART0060,-1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0061,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0062,-1,proceduralni,0,neutralan,actor_027
ART0063,-1,odgovornost,0,neutralan,actor_054
ART0064,0,proceduralni,2,neutralan,actor_033
ART0065,-1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0066,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0067,0,ekonomski,0,pro_vlast,actor_031
ART0068,1,ekonomski,0,pro_vlast,actor_031
ART0069,-1,proceduralni,0,neutralan,actor_027
ART0070,-1,ekonomski,2,neutralan,actor_043
ART0071,0,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0072,0,ekonomski,0,neutralan,actor_043
ART0073,-1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0074,-1,moralni,0,neutralan,actor_044
ART0075,1,nacionalni,0,pro_srpska_opcija,actor_031
ART0076,1,proceduralni,0,neutralan,actor_054
ART0077,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0078,1,odgovornost,0,pro_opozicija,actor_030
ART0079,0,proceduralni,0,nejasno,actor_027
ART0080,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0081,-1,nacionalni,0,pro_srpska_opcija,actor_017
ART0082,1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0083,-1,ekonomski,0,pro_vlast,actor_043
ART0084,-1,nacionalni,0,pro_srpska_opcija,actor_031
ART0085,-1,konflikt,0,pro_hrvatska_opcija,actor_017
ART0086,1,ekonomski,0,pro_srpska_opcija,actor_045
ART0087,-1,nacionalni,0,pro_srpska_opcija,actor_004
ART0088,0,proceduralni,0,neutralan,actor_020
ART0089,-1,nacionalni,0,pro_gradjanska_opcija,actor_043
ART0090,1,proceduralni,0,nejasno,actor_017
ART0091,-1,ekonomski,0,pro_opozicija,actor_043
ART0092,0,proceduralni,0,neutralan,actor_033
ART0093,-1,nacionalni,0,pro_srpska_opcija,actor_064
ART0094,1,proceduralni,0,nejasno,actor_036
ART0095,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0096,-1,konflikt,0,pro_opozicija,actor_054
ART0097,0,proceduralni,0,neutralan,actor_020
ART0098,-1,proceduralni,0,neutralan,actor_027
ART0099,-1,moralni,0,pro_opozicija,actor_059
ART0100,0,proceduralni,0,neutralan,actor_023
ART0101,-1,nacionalni,2,pro_hrvatska_opcija,actor_017
ART0102,-1,proceduralni,0,neutralan,actor_027
ART0103,1,konflikt,2,neutralan,actor_030
ART0104,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0105,1,proceduralni,0,neutralan,actor_015
ART0106,1,ekonomski,0,pro_vlast,actor_018
ART0107,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0108,1,konflikt,0,pro_srpska_opcija,actor_059
ART0109,-1,konflikt,2,neutralan,actor_030
ART0110,1,nacionalni,0,pro_gradjanska_opcija,actor_054
ART0111,0,proceduralni,2,neutralan,actor_031
ART0112,1,nacionalni,0,pro_srpska_opcija,actor_031
ART0113,-1,konflikt,2,neutralan,actor_043
ART0114,-1,odgovornost,0,pro_opozicija,actor_043
ART0115,1,nacionalni,0,pro_hrvatska_opcija,actor_046
ART0116,1,ekonomski,0,neutralan,actor_043
ART0117,-1,moralni,0,pro_srpska_opcija,actor_044
ART0118,1,nacionalni,0,pro_srpska_opcija,actor_030
ART0119,0,proceduralni,0,neutralan,actor_049
ART0120,1,ekonomski,0,neutralan,actor_017
ART0121,-1,konflikt,0,pro_srpska_opcija,actor_054
ART0122,-1,proceduralni,0,neutralan,actor_064
ART0123,0,proceduralni,0,neutralan,actor_031
ART0124,-1,konflikt,0,pro_gradjanska_opcija,actor_027
ART0125,0,proceduralni,0,neutralan,actor_020
ART0126,-1,nacionalni,0,pro_srpska_opcija,actor_059
ART0127,-1,nacionalni,0,pro_srpska_opcija,actor_030
ART0128,0,proceduralni,0,neutralan,actor_033
ART0129,0,ekonomski,0,neutralan,actor_043
ART0130,1,ekonomski,0,neutralan,actor_037
ART0131,0,proceduralni,0,neutralan,actor_049
ART0132,0,proceduralni,0,neutralan,actor_012
ART0133,0,nacionalni,0,nejasno,actor_004
ART0134,-1,proceduralni,0,neutralan,actor_020
ART0135,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0136,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0137,1,proceduralni,0,neutralan,actor_037
ART0138,-1,proceduralni,0,neutralan,actor_043
ART0139,0,ekonomski,0,pro_vlast,actor_018
ART0140,1,proceduralni,2,neutralan,actor_020
ART0141,-1,ekonomski,2,neutralan,actor_064
ART0142,0,proceduralni,0,neutralan,actor_020
ART0143,1,proceduralni,0,neutralan,actor_020
ART0144,0,proceduralni,0,neutralan,actor_036
ART0145,0,ekonomski,0,pro_gradjanska_opcija,actor_020
ART0146,0,ekonomski,0,neutralan,actor_043
ART0147,-1,proceduralni,0,nejasno,actor_045
ART0148,0,proceduralni,0,neutralan,actor_020
ART0149,1,konflikt,2,neutralan,actor_027
ART0150,1,proceduralni,0,neutralan,actor_027
ART0151,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0152,1,proceduralni,0,neutralan,actor_039
ART0153,-1,konflikt,0,pro_srpska_opcija,actor_027
ART0154,0,proceduralni,2,neutralan,actor_049
ART0155,0,proceduralni,0,neutralan,actor_023
ART0156,0,proceduralni,0,neutralan,actor_049
ART0157,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0158,-1,konflikt,0,pro_srpska_opcija,actor_036
ART0159,1,moralni,0,neutralan,actor_012
ART0160,-1,odgovornost,2,neutralan,actor_059
ART0161,-1,ekonomski,0,pro_opozicija,actor_043
ART0162,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0163,1,nacionalni,0,pro_hrvatska_opcija,actor_044
ART0164,0,proceduralni,0,neutralan,actor_015
ART0165,-1,proceduralni,2,neutralan,actor_027
ART0166,-1,proceduralni,0,nejasno,actor_059
ART0167,-1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0168,-1,odgovornost,0,pro_opozicija,actor_037
ART0169,0,proceduralni,2,neutralan,actor_043
ART0170,-1,konflikt,2,neutralan,actor_059
ART0171,-1,nacionalni,2,pro_hrvatska_opcija,actor_017
ART0172,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0173,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0174,-1,ekonomski,2,neutralan,actor_027
ART0175,0,proceduralni,0,nejasno,actor_054
ART0176,-1,nacionalni,0,pro_srpska_opcija,actor_006
ART0177,1,konflikt,2,neutralan,actor_059
ART0178,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0179,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0180,1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0181,-1,nacionalni,2,pro_opozicija,actor_030
ART0182,0,ekonomski,0,neutralan,actor_025
ART0183,1,moralni,0,neutralan,actor_004
ART0184,0,proceduralni,0,neutralan,actor_012
ART0185,0,proceduralni,0,neutralan,actor_012
ART0186,0,ekonomski,0,neutralan,actor_043
ART0187,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0188,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0189,0,proceduralni,2,neutralan,actor_017
ART0190,-1,nacionalni,0,pro_srpska_opcija,actor_030
ART0191,-1,ekonomski,2,neutralan,actor_043
ART0192,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0193,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0194,1,nacionalni,0,pro_srpska_opcija,actor_064
ART0195,1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0196,1,proceduralni,0,neutralan,actor_049
ART0197,-1,ekonomski,0,pro_opozicija,actor_054
ART0198,1,nacionalni,0,pro_srpska_opcija,actor_054
ART0199,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0200,-1,nacionalni,2,pro_gradjanska_opcija,actor_044
ART0201,1,proceduralni,0,neutralan,actor_027
ART0202,1,proceduralni,0,neutralan,actor_012
ART0203,0,ekonomski,0,pro_gradjanska_opcija,actor_012
ART0204,-1,konflikt,0,pro_srpska_opcija,actor_062
ART0205,1,proceduralni,0,neutralan,actor_020
ART0206,1,proceduralni,0,nejasno,actor_027
ART0207,-1,konflikt,0,pro_srpska_opcija,actor_023
ART0208,-1,nacionalni,0,pro_gradjanska_opcija,actor_012
ART0209,1,moralni,0,pro_gradjanska_opcija,actor_015
ART0210,0,proceduralni,0,neutralan,actor_049
ART0211,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0212,0,proceduralni,2,neutralan,actor_062
ART0213,0,ekonomski,0,pro_gradjanska_opcija,actor_020
ART0214,1,proceduralni,0,neutralan,actor_054
ART0215,1,moralni,0,neutralan,actor_063
ART0216,-1,ekonomski,0,pro_opozicija,actor_054
ART0217,-1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0218,-1,nacionalni,2,neutralan,actor_017
ART0219,-1,ekonomski,0,pro_gradjanska_opcija,actor_012
ART0220,-1,proceduralni,0,neutralan,actor_064
ART0221,1,ekonomski,0,neutralan,actor_043
ART0222,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0223,1,proceduralni,0,neutralan,actor_012
ART0224,1,proceduralni,0,nejasno,actor_059
ART0225,-1,odgovornost,0,pro_opozicija,actor_037
ART0226,-1,ekonomski,0,pro_opozicija,actor_054
ART0227,1,odgovornost,0,neutralan,actor_050
ART0228,-1,konflikt,2,neutralan,actor_033
ART0229,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0230,0,ekonomski,0,neutralan,actor_012
ART0231,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0232,0,proceduralni,0,neutralan,actor_043
ART0233,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0234,0,proceduralni,0,neutralan,actor_020
ART0235,0,ekonomski,0,neutralan,actor_043
ART0236,-1,odgovornost,0,pro_opozicija,actor_043
ART0237,1,ekonomski,2,neutralan,actor_031
ART0238,-1,konflikt,0,pro_srpska_opcija,actor_062
ART0239,-1,ekonomski,0,pro_opozicija,actor_043
ART0240,1,proceduralni,0,neutralan,actor_020
ART0241,-1,odgovornost,0,pro_opozicija,actor_043
ART0242,0,ekonomski,0,pro_gradjanska_opcija,actor_055
ART0243,1,nacionalni,0,pro_hrvatska_opcija,actor_036
ART0244,0,proceduralni,0,neutralan,actor_012
ART0245,-1,nacionalni,0,pro_srpska_opcija,actor_044
ART0246,-1,nacionalni,0,pro_srpska_opcija,actor_033
ART0247,-1,nacionalni,0,pro_gradjanska_opcija,actor_006
ART0248,-1,konflikt,0,pro_srpska_opcija,actor_027
ART0249,0,nacionalni,0,neutralan,actor_012
ART0250,0,proceduralni,0,neutralan,actor_033
ART0251,1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0252,0,proceduralni,0,neutralan,actor_026
ART0253,-1,konflikt,0,pro_srpska_opcija,actor_017
ART0254,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0255,-1,proceduralni,0,neutralan,actor_049
ART0256,1,proceduralni,0,neutralan,actor_044
ART0257,0,ekonomski,0,neutralan,actor_017
ART0258,-1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0259,1,proceduralni,0,nejasno,actor_064
ART0260,1,proceduralni,0,neutralan,actor_027
ART0261,-1,konflikt,0,pro_srpska_opcija,actor_023
ART0262,-1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0263,-1,nacionalni,0,pro_srpska_opcija,actor_063
ART0264,-1,nacionalni,0,pro_srpska_opcija,actor_025
ART0265,-1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0266,1,proceduralni,0,neutralan,actor_036
ART0267,0,proceduralni,0,nejasno,actor_027
ART0268,-1,nacionalni,0,pro_gradjanska_opcija,actor_031
ART0269,1,proceduralni,0,neutralan,actor_015
ART0270,0,proceduralni,0,neutralan,actor_026
ART0271,-1,ekonomski,0,pro_srpska_opcija,actor_031
ART0272,0,ekonomski,0,neutralan,actor_039
ART0273,0,proceduralni,0,neutralan,actor_020
ART0274,-1,ekonomski,0,pro_opozicija,actor_043
ART0275,1,proceduralni,0,nejasno,actor_030
ART0276,1,ekonomski,0,neutralan,actor_043
ART0277,1,proceduralni,0,nejasno,actor_030
ART0278,1,proceduralni,0,neutralan,actor_027
ART0279,0,moralni,0,neutralan,actor_030
ART0280,1,proceduralni,2,neutralan,actor_020
ART0281,-1,konflikt,2,neutralan,actor_027
ART0282,-1,konflikt,2,neutralan,actor_030
ART0283,-1,proceduralni,2,nejasno,actor_037
ART0284,0,proceduralni,2,neutralan,actor_012
ART0285,1,proceduralni,0,neutralan,actor_063
ART0286,1,ekonomski,0,neutralan,actor_043
ART0287,0,proceduralni,0,neutralan,actor_049
ART0288,-1,odgovornost,0,pro_srpska_opcija,actor_027
ART0289,-1,nacionalni,0,pro_srpska_opcija,actor_044
ART0290,-1,nacionalni,2,pro_srpska_opcija,actor_033
ART0291,-1,odgovornost,0,pro_opozicija,actor_006
ART0292,-1,konflikt,0,pro_opozicija,actor_054
ART0293,0,proceduralni,2,neutralan,actor_043
ART0294,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0295,0,ekonomski,0,neutralan,actor_043
ART0296,-1,nacionalni,0,pro_srpska_opcija,actor_033
ART0297,-1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0298,0,nacionalni,0,pro_gradjanska_opcija,actor_037
ART0299,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0300,0,proceduralni,0,neutralan,actor_020
ART0301,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0302,-1,odgovornost,2,neutralan,actor_036
ART0303,1,proceduralni,0,nejasno,actor_064
ART0304,1,ekonomski,0,neutralan,actor_037
ART0305,1,ekonomski,0,pro_srpska_opcija,actor_027
ART0306,-1,nacionalni,0,pro_gradjanska_opcija,actor_017
ART0307,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0308,0,proceduralni,0,neutralan,actor_020
ART0309,0,proceduralni,0,neutralan,actor_020
ART0310,1,ekonomski,0,neutralan,actor_012
ART0311,-1,ekonomski,0,pro_opozicija,actor_030
ART0312,-1,ekonomski,0,neutralan,actor_031
ART0313,-1,odgovornost,2,pro_opozicija,actor_023
ART0314,0,proceduralni,0,neutralan,actor_015
ART0315,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0316,-1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0317,-1,ekonomski,0,pro_opozicija,actor_043
ART0318,0,proceduralni,0,neutralan,actor_043
ART0319,0,ekonomski,0,neutralan,actor_012
ART0320,1,proceduralni,0,neutralan,actor_017
ART0321,-1,nacionalni,0,pro_srpska_opcija,actor_063
ART0322,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0323,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0324,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0325,0,proceduralni,0,neutralan,actor_033
ART0326,-1,ekonomski,0,pro_opozicija,actor_037
ART0327,0,proceduralni,0,neutralan,actor_033
ART0328,-1,proceduralni,0,neutralan,actor_064
ART0329,-1,odgovornost,0,pro_opozicija,actor_037
ART0330,-1,ekonomski,2,neutralan,actor_043
ART0331,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0332,1,ekonomski,0,neutralan,actor_012
ART0333,0,ekonomski,0,pro_gradjanska_opcija,actor_012
ART0334,-1,konflikt,0,pro_hrvatska_opcija,actor_005
ART0335,-1,konflikt,2,pro_opozicija,actor_036
ART0336,-1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0337,0,proceduralni,0,neutralan,actor_040
ART0338,1,proceduralni,0,neutralan,actor_015
ART0339,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0340,1,ekonomski,0,neutralan,actor_043
ART0341,-1,nacionalni,0,pro_srpska_opcija,actor_063
ART0342,-1,nacionalni,0,pro_srpska_opcija,actor_030
ART0343,-1,nacionalni,0,pro_srpska_opcija,actor_030
ART0344,-1,nacionalni,0,pro_gradjanska_opcija,actor_044
ART0345,-1,konflikt,0,pro_srpska_opcija,actor_027
ART0346,0,proceduralni,0,neutralan,actor_017
ART0347,-1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0348,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0349,-1,konflikt,2,nejasno,actor_030
ART0350,0,proceduralni,0,nejasno,actor_017
ART0351,-1,nacionalni,0,pro_srpska_opcija,actor_036
ART0352,-1,konflikt,0,neutralan,actor_043
ART0353,-1,odgovornost,0,neutralan,actor_043
ART0354,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0355,0,ekonomski,0,neutralan,actor_012
ART0356,-2,moralni,0,pro_opozicija,actor_054
ART0357,0,ekonomski,0,neutralan,actor_012
ART0358,-1,proceduralni,0,neutralan,actor_063
ART0359,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0360,-1,nacionalni,2,pro_srpska_opcija,actor_004
ART0361,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0362,1,ekonomski,0,neutralan,actor_043
ART0363,1,proceduralni,0,neutralan,actor_027
ART0364,-1,nacionalni,0,pro_opozicija,actor_043
ART0365,-1,moralni,0,neutralan,actor_044
ART0366,1,proceduralni,0,pro_srpska_opcija,actor_036
ART0367,-1,moralni,0,neutralan,actor_045
ART0368,-1,nacionalni,0,pro_srpska_opcija,actor_030
ART0369,1,odgovornost,0,pro_opozicija,actor_036
ART0370,0,proceduralni,0,nejasno,actor_031
ART0371,-1,moralni,0,pro_srpska_opcija,actor_027
ART0372,-1,konflikt,0,pro_srpska_opcija,actor_036
ART0373,1,moralni,0,pro_bosnjacka_opcija,actor_012
ART0374,-1,nacionalni,0,pro_hrvatska_opcija,actor_027
ART0375,0,proceduralni,2,nejasno,actor_015
ART0376,1,odgovornost,0,neutralan,actor_012
ART0377,1,moralni,0,neutralan,actor_050
ART0378,1,nacionalni,0,pro_srpska_opcija,actor_054
ART0379,-1,proceduralni,0,neutralan,actor_027
ART0380,-1,nacionalni,2,neutralan,actor_030
ART0381,1,nacionalni,0,pro_srpska_opcija,actor_054
ART0382,1,ekonomski,0,pro_srpska_opcija,actor_004
ART0383,-1,konflikt,2,pro_srpska_opcija,actor_036
ART0384,-1,proceduralni,0,nejasno,actor_027
ART0385,1,konflikt,0,pro_srpska_opcija,actor_036
ART0386,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0387,1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0388,0,proceduralni,2,neutralan,actor_020
ART0389,0,proceduralni,0,neutralan,actor_031
ART0390,-1,nacionalni,0,pro_gradjanska_opcija,actor_054
ART0391,0,proceduralni,0,nejasno,actor_033
ART0392,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0393,1,proceduralni,0,neutralan,actor_040
ART0394,1,proceduralni,0,pro_srpska_opcija,actor_027
ART0395,-1,odgovornost,0,pro_opozicija,actor_054
ART0396,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0397,-1,nacionalni,0,pro_opozicija,actor_030
ART0398,-1,ekonomski,2,neutralan,actor_018
ART0399,0,proceduralni,0,neutralan,actor_031
ART0400,-1,nacionalni,0,pro_srpska_opcija,actor_036
ART0401,-1,konflikt,0,nejasno,actor_030
ART0402,1,proceduralni,0,nejasno,actor_064
ART0403,-1,nacionalni,0,pro_bosnjacka_opcija,actor_017
ART0404,1,nacionalni,0,pro_gradjanska_opcija,actor_054
ART0405,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0406,0,proceduralni,0,neutralan,actor_012
ART0407,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0408,-1,ekonomski,2,neutralan,actor_043
ART0409,-1,nacionalni,2,neutralan,actor_017
ART0410,1,nacionalni,0,pro_gradjanska_opcija,actor_020
ART0411,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0412,1,nacionalni,0,pro_bosnjacka_opcija,actor_037
ART0413,-1,proceduralni,2,neutralan,actor_031
ART0414,-1,nacionalni,0,pro_gradjanska_opcija,actor_017
ART0415,-1,nacionalni,2,pro_bosnjacka_opcija,actor_043
ART0416,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0417,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0418,0,proceduralni,0,neutralan,actor_049
ART0419,-1,nacionalni,2,pro_opozicija,actor_030
ART0420,-1,nacionalni,0,pro_gradjanska_opcija,actor_059
ART0421,0,proceduralni,0,neutralan,actor_020
ART0422,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0423,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0424,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0425,0,proceduralni,0,neutralan,actor_015
ART0426,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0427,-1,nacionalni,0,pro_srpska_opcija,actor_030
ART0428,1,ekonomski,0,neutralan,actor_043
ART0429,0,proceduralni,0,neutralan,actor_031
ART0430,0,proceduralni,0,nejasno,actor_064
ART0431,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0432,-1,nacionalni,0,pro_gradjanska_opcija,actor_030
ART0433,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0434,0,proceduralni,0,neutralan,actor_027
ART0435,0,proceduralni,2,neutralan,actor_020
ART0436,0,proceduralni,0,neutralan,actor_049
ART0437,-1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0438,1,ekonomski,0,neutralan,actor_012
ART0439,1,nacionalni,0,pro_hrvatska_opcija,actor_044
ART0440,0,ekonomski,0,neutralan,actor_043
ART0441,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0442,-1,moralni,0,pro_bosnjacka_opcija,actor_063
ART0443,1,nacionalni,0,pro_hrvatska_opcija,actor_044
ART0444,1,proceduralni,0,neutralan,actor_020
ART0445,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0446,-1,proceduralni,0,nejasno,actor_027
ART0447,-1,proceduralni,0,neutralan,actor_027
ART0448,1,ekonomski,0,pro_opozicija,actor_030
ART0449,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0450,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0451,-1,ekonomski,0,neutralan,actor_017
ART0452,-1,moralni,0,pro_gradjanska_opcija,actor_004
ART0453,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0454,0,ekonomski,0,pro_gradjanska_opcija,actor_012
ART0455,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0456,0,ekonomski,0,neutralan,actor_043
ART0457,-1,ekonomski,0,neutralan,actor_017
ART0458,0,ekonomski,0,neutralan,actor_043
