article_id,tone,framing,balance,political_lean,dominant_actor
ART0111,0,proceduralni,2,neutralan,actor_031
ART0112,0,nacionalni,0,pro_srpska_opcija,actor_033
ART0113,0,konflikt,2,nejasno,actor_043
ART0114,-1,odgovornost,0,pro_opozicija,actor_043
ART0115,1,nacionalni,0,pro_hrvatska_opcija,actor_046
ART0116,1,odgovornost,0,pro_gradjanska_opcija,actor_043
ART0117,-2,konflikt,0,pro_opozicija,actor_045
ART0118,-2,konflikt,0,pro_bosnjacka_opcija,actor_030
ART0119,0,proceduralni,0,neutralan,actor_049
ART0121,-2,konflikt,0,pro_srpska_opcija,actor_027
ART0122,0,proceduralni,1,nejasno,actor_064
ART0123,0,proceduralni,0,neutralan,actor_031
ART0124,-2,konflikt,0,pro_opozicija,actor_064
ART0125,0,proceduralni,0,neutralan,actor_019
ART0126,-1,nacionalni,0,pro_opozicija,actor_059
ART0127,1,proceduralni,0,pro_bosnjacka_opcija,actor_030
ART0128,0,ekonomski,0,neutralan,actor_033
ART0129,0,ekonomski,0,nejasno,actor_012
ART0130,1,ekonomski,0,pro_gradjanska_opcija,actor_037
ART0131,0,proceduralni,0,nejasno,actor_049
ART0133,0,konflikt,0,nejasno,actor_004
ART0134,1,odgovornost,0,pro_gradjanska_opcija,actor_032
ART0135,1,nacionalni,1,pro_srpska_opcija,actor_064
ART0136,-2,nacionalni,0,pro_srpska_opcija,actor_027
ART0137,0,moralni,0,nejasno,actor_054
ART0138,0,proceduralni,0,neutralan,actor_017
ART0139,0,proceduralni,0,neutralan,actor_018
ART0140,0,proceduralni,2,neutralan,actor_020
ART0141,0,proceduralni,1,neutralan,actor_064
ART0142,0,proceduralni,0,neutralan,actor_020
ART0143,1,odgovornost,0,pro_gradjanska_opcija,actor_020
ART0144,0,proceduralni,0,nejasno,actor_005
ART0145,1,ekonomski,0,pro_gradjanska_opcija,actor_020
ART0146,0,proceduralni,0,neutralan,actor_012
ART0147,-1,konflikt,0,pro_opozicija,actor_045
ART0148,0,proceduralni,0,pro_gradjanska_opcija,actor_020
ART0149,0,konflikt,0,nejasno,actor_027
ART0150,0,proceduralni,0,neutralan,actor_064
ART0151,1,nacionalni,1,pro_srpska_opcija,actor_027
ART0152,0,proceduralni,0,neutralan,actor_012
ART0153,-1,konflikt,0,pro_opozicija,actor_027
ART0154,0,proceduralni,2,neutralan,actor_049
ART0155,0,proceduralni,0,nejasno,actor_023
ART0156,0,proceduralni,0,neutralan,actor_049
ART0157,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0158,-1,konflikt,1,pro_opozicija,actor_023
ART0159,0,moralni,0,neutralan,actor_055
ART0161,-1,ekonomski,0,pro_opozicija,actor_063
ART0162,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0163,0,nacionalni,1,pro_opozicija,actor_059
ART0164,0,proceduralni,0,neutralan,actor_020
ART0165,-1,proceduralni,1,nejasno,actor_064
ART0166,-1,proceduralni,0,pro_opozicija,actor_059
ART0167,0,nacionalni,0,nejasno,actor_063
ART0168,-1,odgovornost,0,pro_opozicija,actor_037
ART0169,1,proceduralni,1,pro_bosnjacka_opcija,actor_030
ART0170,-1,konflikt,1,pro_opozicija,actor_059
ART0171,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0172,1,nacionalni,0,pro_srpska_opcija,actor_064
ART0173,-1,nacionalni,1,pro_hrvatska_opcija,actor_017
ART0174,-1,ekonomski,1,pro_opozicija,actor_027
ART0175,0,proceduralni,1,neutralan,actor_054
ART0176,-2,nacionalni,0,pro_hrvatska_opcija,actor_044
ART0177,0,konflikt,2,nejasno,actor_059
ART0178,-2,nacionalni,0,pro_srpska_opcija,actor_027
ART0179,1,nacionalni,0,pro_srpska_opcija,actor_064
ART0180,1,nacionalni,0,pro_gradjanska_opcija,actor_043
ART0181,-1,nacionalni,1,pro_bosnjacka_opcija,actor_030
ART0182,0,ekonomski,0,neutralan,actor_055
ART0183,0,moralni,0,neutralan,actor_004
ART0184,0,proceduralni,0,neutralan,actor_055
ART0185,0,proceduralni,0,neutralan,actor_020
ART0186,0,proceduralni,0,nejasno,actor_012
ART0187,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0188,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0189,0,proceduralni,2,nejasno,actor_012
ART0190,-1,konflikt,0,pro_bosnjacka_opcija,actor_030
ART0191,0,ekonomski,2,nejasno,actor_064
ART0192,1,proceduralni,0,pro_hrvatska_opcija,actor_017
ART0193,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0194,-1,odgovornost,1,pro_opozicija,actor_064
ART0195,1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0196,0,proceduralni,0,nejasno,actor_049
ART0197,-2,odgovornost,0,pro_opozicija,actor_054
ART0198,1,nacionalni,0,pro_gradjanska_opcija,actor_054
ART0199,0,konflikt,0,nejasno,actor_027
ART0200,0,proceduralni,2,nejasno,actor_020
ART0201,1,proceduralni,0,pro_srpska_opcija,actor_027
ART0202,0,proceduralni,0,nejasno,actor_012
ART0203,1,ekonomski,0,pro_gradjanska_opcija,actor_020
ART0204,1,konflikt,0,pro_opozicija,actor_062
ART0205,1,proceduralni,0,pro_gradjanska_opcija,actor_020
ART0206,1,proceduralni,0,pro_srpska_opcija,actor_064
ART0207,0,konflikt,2,pro_opozicija,actor_023
ART0209,-1,nacionalni,0,pro_gradjanska_opcija,actor_020
ART0210,0,proceduralni,0,neutralan,actor_049
ART0211,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0212,0,proceduralni,2,nejasno,actor_062
ART0213,0,ekonomski,0,neutralan,actor_020
ART0214,1,odgovornost,0,pro_gradjanska_opcija,actor_054
ART0215,0,proceduralni,0,nejasno,actor_012
ART0216,-2,moralni,0,pro_bosnjacka_opcija,actor_054
ART0217,-2,nacionalni,0,pro_srpska_opcija,actor_027
ART0218,-1,konflikt,1,pro_hrvatska_opcija,actor_040
ART0219,-1,odgovornost,0,pro_gradjanska_opcija,actor_012
ART0220,0,proceduralni,2,nejasno,actor_027
ART0221,0,ekonomski,1,neutralan,actor_043
ART0222,0,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0224,0,proceduralni,0,nejasno,actor_059
ART0225,-1,odgovornost,0,pro_bosnjacka_opcija,actor_037
ART0226,-2,nacionalni,0,pro_opozicija,actor_054
ART0227,0,odgovornost,0,nejasno,actor_050
ART0229,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0230,0,proceduralni,0,neutralan,actor_055
ART0231,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0232,0,proceduralni,0,neutralan,actor_012
ART0233,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0234,0,proceduralni,0,nejasno,actor_020
ART0235,0,ekonomski,0,neutralan,actor_039
ART0236,-2,konflikt,0,pro_opozicija,actor_043
ART0237,0,ekonomski,2,neutralan,actor_031
ART0238,1,proceduralni,0,pro_opozicija,actor_062
ART0239,-1,odgovornost,0,pro_opozicija,actor_063
ART0240,1,proceduralni,0,pro_gradjanska_opcija,actor_020
ART0241,-2,odgovornost,1,pro_opozicija,actor_043
ART0242,0,proceduralni,0,neutralan,actor_012
ART0243,0,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0244,0,proceduralni,0,neutralan,actor_049
ART0245,1,nacionalni,0,pro_gradjanska_opcija,actor_044
ART0246,0,proceduralni,1,pro_opozicija,actor_064
ART0247,-1,nacionalni,0,pro_gradjanska_opcija,actor_006
ART0248,-1,konflikt,1,pro_opozicija,actor_027
ART0249,0,proceduralni,0,nejasno,actor_063
ART0250,0,proceduralni,0,nejasno,actor_031
ART0251,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0252,0,proceduralni,0,neutralan,actor_026
ART0253,-2,konflikt,0,pro_hrvatska_opcija,actor_064
ART0254,0,odgovornost,0,nejasno,actor_064
ART0255,-2,proceduralni,0,pro_opozicija,actor_012
ART0256,1,proceduralni,0,pro_opozicija,actor_044
ART0257,0,proceduralni,0,neutralan,actor_012
ART0258,-1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0259,0,proceduralni,1,pro_opozicija,actor_064
ART0260,1,proceduralni,0,pro_srpska_opcija,actor_027
ART0261,0,proceduralni,0,nejasno,actor_023
ART0262,-1,moralni,0,pro_opozicija,actor_027
ART0263,-1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0265,-1,nacionalni,1,pro_srpska_opcija,actor_027
ART0266,0,proceduralni,0,neutralan,actor_040
ART0267,0,proceduralni,0,neutralan,actor_049
ART0268,-1,nacionalni,0,pro_bosnjacka_opcija,actor_031
ART0269,0,proceduralni,0,neutralan,actor_019
ART0270,0,proceduralni,0,nejasno,actor_020
ART0271,-1,odgovornost,1,pro_srpska_opcija,actor_031
ART0272,0,proceduralni,0,neutralan,actor_012
ART0273,0,proceduralni,0,neutralan,actor_019
ART0274,-1,odgovornost,0,pro_opozicija,actor_043
ART0275,1,proceduralni,0,pro_bosnjacka_opcija,actor_063
ART0276,1,ekonomski,0,pro_vlast,actor_043
ART0277,1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0278,0,proceduralni,0,neutralan,actor_049
ART0280,0,proceduralni,2,nejasno,actor_015
ART0281,-2,konflikt,0,pro_opozicija,actor_027
ART0282,-1,konflikt,0,nejasno,actor_064
ART0283,-2,proceduralni,1,pro_opozicija,actor_037
ART0284,0,proceduralni,0,neutralan,actor_055
ART0285,1,odgovornost,0,pro_bosnjacka_opcija,actor_063
ART0286,0,ekonomski,0,neutralan,actor_012
ART0287,0,proceduralni,0,nejasno,actor_049
ART0288,-1,odgovornost,0,pro_opozicija,actor_064
ART0289,-1,nacionalni,0,pro_hrvatska_opcija,actor_054
ART0290,0,nacionalni,2,nejasno,actor_031
ART0291,1,odgovornost,0,pro_gradjanska_opcija,actor_006
ART0292,-2,konflikt,0,pro_opozicija,actor_054
ART0293,0,proceduralni,2,nejasno,actor_012
ART0294,0,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0295,-1,odgovornost,0,nejasno,actor_012
ART0297,-2,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0298,0,moralni,0,neutralan,actor_055
ART0299,-1,proceduralni,0,pro_srpska_opcija,actor_027
ART0300,0,proceduralni,0,neutralan,actor_020
ART0301,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0302,-1,odgovornost,2,pro_opozicija,actor_012
ART0303,0,proceduralni,1,nejasno,actor_064
ART0304,-1,ekonomski,0,pro_gradjanska_opcija,actor_037
ART0305,1,ekonomski,0,pro_vlast,actor_064
ART0306,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0307,1,nacionalni,0,pro_srpska_opcija,actor_064
ART0308,0,proceduralni,0,neutralan,actor_019
ART0309,0,proceduralni,0,neutralan,actor_019
ART0310,0,proceduralni,0,neutralan,actor_055
ART0311,-1,ekonomski,0,pro_opozicija,actor_030
ART0312,0,proceduralni,0,neutralan,actor_012
ART0313,-1,odgovornost,1,pro_opozicija,actor_064
ART0314,0,proceduralni,0,nejasno,actor_015
ART0315,-2,nacionalni,0,pro_hrvatska_opcija,actor_036
ART0316,0,proceduralni,0,nejasno,actor_020
ART0317,-1,odgovornost,0,pro_opozicija,actor_043
ART0318,0,proceduralni,0,neutralan,actor_039
ART0319,0,proceduralni,0,neutralan,actor_055
ART0320,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0321,-1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0322,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0323,1,odgovornost,0,pro_srpska_opcija,actor_027
ART0324,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0325,0,proceduralni,0,neutralan,actor_033
ART0326,-1,odgovornost,0,pro_opozicija,actor_063
ART0327,0,proceduralni,0,nejasno,actor_031
ART0328,0,proceduralni,0,neutralan,actor_049
ART0329,-1,odgovornost,0,pro_opozicija,actor_037
ART0331,-1,nacionalni,0,pro_srpska_opcija,actor_004
ART0332,0,proceduralni,0,neutralan,actor_012
ART0333,0,proceduralni,0,neutralan,actor_020
ART0334,-1,nacionalni,1,pro_hrvatska_opcija,actor_005
ART0335,0,konflikt,2,pro_opozicija,actor_023
ART0336,-2,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0337,0,proceduralni,0,neutralan,actor_040
ART0338,0,proceduralni,0,neutralan,actor_020
ART0340,1,ekonomski,0,neutralan,actor_012
ART0341,-1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0342,-1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0344,-2,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0345,1,konflikt,1,pro_srpska_opcija,actor_027
ART0346,0,proceduralni,0,nejasno,actor_017
ART0347,-1,konflikt,1,pro_opozicija,actor_064
ART0348,1,nacionalni,0,pro_srpska_opcija,actor_064
ART0349,-1,konflikt,1,nejasno,actor_030
ART0350,1,proceduralni,0,pro_hrvatska_opcija,actor_017
ART0351,-1,nacionalni,0,pro_opozicija,actor_036
ART0352,0,konflikt,2,nejasno,actor_043
ART0353,1,proceduralni,0,pro_gradjanska_opcija,actor_012
ART0354,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0355,0,ekonomski,0,nejasno,actor_012
ART0356,-2,proceduralni,0,pro_opozicija,actor_054
ART0357,1,odgovornost,0,pro_gradjanska_opcija,actor_012
ART0358,-1,proceduralni,0,pro_bosnjacka_opcija,actor_063
ART0359,2,nacionalni,0,pro_srpska_opcija,actor_027
ART0360,-1,nacionalni,1,pro_srpska_opcija,actor_004
ART0361,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0362,0,ekonomski,0,neutralan,actor_012
ART0363,0,proceduralni,0,neutralan,actor_027
ART0364,-1,nacionalni,0,pro_opozicija,actor_043
ART0365,-1,moralni,0,pro_opozicija,actor_045
ART0366,1,proceduralni,1,pro_vlast,actor_027
ART0367,-1,konflikt,0,pro_opozicija,actor_045
ART0368,-1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0369,1,odgovornost,0,pro_opozicija,actor_036
ART0370,0,proceduralni,2,nejasno,actor_031
ART0371,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0372,-1,konflikt,0,pro_opozicija,actor_062
ART0373,0,moralni,0,nejasno,actor_020
ART0374,-1,nacionalni,0,pro_gradjanska_opcija,actor_005
ART0375,1,proceduralni,1,pro_gradjanska_opcija,actor_015
ART0376,1,proceduralni,0,pro_gradjanska_opcija,actor_012
ART0377,0,odgovornost,0,pro_gradjanska_opcija,actor_050
ART0378,-1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0379,-1,proceduralni,0,pro_opozicija,actor_027
ART0380,-1,konflikt,0,nejasno,actor_027
ART0381,2,konflikt,0,pro_opozicija,actor_054
ART0382,1,ekonomski,0,pro_srpska_opcija,actor_004
ART0383,-1,odgovornost,1,nejasno,actor_031
ART0384,-1,proceduralni,1,pro_opozicija,actor_027
ART0386,1,proceduralni,0,pro_hrvatska_opcija,actor_017
ART0387,-1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0389,0,proceduralni,0,nejasno,actor_031
ART0390,1,nacionalni,0,pro_bosnjacka_opcija,actor_054
ART0391,0,proceduralni,0,nejasno,actor_031
ART0392,2,nacionalni,0,pro_srpska_opcija,actor_027
ART0393,0,proceduralni,0,nejasno,actor_040
ART0394,1,proceduralni,0,pro_vlast,actor_027
ART0395,-1,odgovornost,0,pro_opozicija,actor_054
ART0396,0,nacionalni,0,pro_srpska_opcija,actor_027
ART0397,1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0398,-1,odgovornost,1,pro_opozicija,actor_018
ART0399,0,proceduralni,0,nejasno,actor_018
ART0400,-1,proceduralni,0,pro_opozicija,actor_004
ART0401,0,konflikt,0,nejasno,actor_064
ART0402,0,proceduralni,1,pro_opozicija,actor_064
ART0403,-2,nacionalni,0,pro_bosnjacka_opcija,actor_017
ART0404,1,nacionalni,0,pro_gradjanska_opcija,actor_054
ART0405,1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0406,0,proceduralni,0,neutralan,actor_055
ART0407,-1,nacionalni,1,pro_hrvatska_opcija,actor_005
ART0408,-1,odgovornost,1,pro_opozicija,actor_064
ART0409,-1,nacionalni,1,pro_hrvatska_opcija,actor_040
ART0410,1,proceduralni,0,pro_gradjanska_opcija,actor_020
ART0411,-1,nacionalni,1,pro_opozicija,actor_027
ART0412,1,proceduralni,0,pro_gradjanska_opcija,actor_043
ART0413,-1,proceduralni,1,pro_opozicija,actor_064
ART0414,-1,nacionalni,1,pro_bosnjacka_opcija,actor_005
ART0415,0,nacionalni,2,nejasno,actor_043
ART0416,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0417,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0418,0,proceduralni,0,neutralan,actor_049
ART0419,-1,nacionalni,2,pro_opozicija,actor_030
ART0420,-1,nacionalni,0,pro_opozicija,actor_043
ART0421,0,proceduralni,0,neutralan,actor_019
ART0423,-1,nacionalni,0,pro_srpska_opcija,actor_027
ART0424,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0425,0,proceduralni,0,neutralan,actor_020
ART0426,1,nacionalni,0,pro_srpska_opcija,actor_064
ART0427,1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0428,0,ekonomski,0,neutralan,actor_012
ART0429,0,proceduralni,0,nejasno,actor_064
ART0430,0,proceduralni,0,nejasno,actor_064
ART0431,1,nacionalni,1,pro_hrvatska_opcija,actor_005
ART0432,-1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0433,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0434,0,proceduralni,0,neutralan,actor_020
ART0435,0,proceduralni,1,nejasno,actor_020
ART0436,0,proceduralni,0,neutralan,actor_049
ART0437,-1,nacionalni,1,pro_bosnjacka_opcija,actor_064
ART0438,1,odgovornost,0,pro_gradjanska_opcija,actor_012
ART0439,0,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0440,0,proceduralni,0,neutralan,actor_012
ART0441,0,proceduralni,2,nejasno,actor_020
ART0442,-1,nacionalni,1,pro_bosnjacka_opcija,actor_063
ART0443,1,nacionalni,1,pro_hrvatska_opcija,actor_017
ART0444,1,odgovornost,0,pro_gradjanska_opcija,actor_012
ART0445,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0446,-1,proceduralni,0,pro_srpska_opcija,actor_027
ART0447,0,proceduralni,0,nejasno,actor_018
ART0448,1,ekonomski,0,pro_bosnjacka_opcija,actor_030
ART0449,0,proceduralni,2,nejasno,actor_004
ART0450,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0452,-1,nacionalni,0,pro_bosnjacka_opcija,actor_004
ART0453,-1,nacionalni,1,pro_opozicija,actor_027
ART0454,1,ekonomski,0,pro_gradjanska_opcija,actor_012
ART0455,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0456,0,proceduralni,0,neutralan,actor_012
ART0458,0,proceduralni,0,nejasno,actor_012
