article_id,tone,framing,balance,political_lean,dominant_actor
ART0048,1,proceduralni,0,pro_gradjanska_opcija,actor_055
ART0049,-1,konflikt,0,pro_gradjanska_opcija,actor_012
ART0050,-1,proceduralni,0,neutralan,actor_064
ART0051,1,proceduralni,0,neutralan,actor_050
ART0052,1,nacionalni,0,neutralan,actor_027
ART0053,-1,konflikt,2,neutralan,actor_044
ART0054,1,proceduralni,0,pro_hrvatska_opcija,actor_040
ART0055,-1,ekonomski,0,pro_opozicija,actor_012
ART0056,1,nacionalni,0,pro_srpska_opcija,actor_064
ART0057,-1,proceduralni,2,pro_bosnjacka_opcija,actor_004
ART0058,0,konflikt,2,neutralan,actor_033
ART0059,1,proceduralni,0,neutralan,actor_017
ART0060,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0061,1,neutralan,0,neutralan,actor_025
ART0062,-1,proceduralni,0,neutralan,actor_027
ART0063,-1,odgovornost,0,pro_opozicija,actor_054
ART0064,0,proceduralni,1,neutralan,actor_033
ART0065,-1,proceduralni,0,neutralan,actor_027
ART0066,1,proceduralni,0,pro_hrvatska_opcija,actor_040
ART0067,0,ekonomski,0,neutralan,actor_012
ART0068,0,proceduralni,0,neutralan,actor_018
ART0069,-1,konflikt,0,pro_bosnjacka_opcija,actor_027
ART0070,-1,ekonomski,2,neutralan,actor_012
ART0071,0,proceduralni,2,neutralan,actor_017
ART0072,0,proceduralni,0,neutralan,actor_043
ART0073,1,konflikt,0,pro_bosnjacka_opcija,actor_030
ART0074,1,konflikt,0,neutralan,actor_045
ART0075,0,nacionalni,0,pro_srpska_opcija,actor_018
ART0076,1,konflikt,0,pro_bosnjacka_opcija,actor_054
ART0077,-1,nacionalni,0,pro_bosnjacka_opcija,actor_027
ART0078,1,proceduralni,0,pro_opozicija,actor_030
ART0079,0,proceduralni,0,neutralan,actor_027
ART0080,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0081,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0082,0,proceduralni,2,neutralan,actor_005
ART0083,-2,odgovornost,0,pro_opozicija,actor_043
ART0084,0,proceduralni,0,neutralan,actor_018
ART0085,-1,konflikt,0,pro_bosnjacka_opcija,actor_017
ART0086,1,odgovornost,0,neutralan,actor_045
ART0087,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0088,0,proceduralni,0,neutralan,actor_049
ART0089,-1,nacionalni,0,pro_gradjanska_opcija,actor_009
ART0090,-1,proceduralni,0,pro_gradjanska_opcija,actor_017
ART0091,-1,ekonomski,0,pro_opozicija,actor_043
ART0092,0,proceduralni,0,neutralan,actor_033
ART0093,-1,konflikt,0,neutralan,actor_064
ART0094,0,proceduralni,0,neutralan,actor_036
ART0095,-1,proceduralni,0,neutralan,actor_012
ART0096,-1,konflikt,0,pro_opozicija,actor_054
ART0097,0,proceduralni,0,neutralan,actor_019
ART0098,0,proceduralni,1,neutralan,actor_027
ART0099,1,moralni,0,pro_vlast,actor_028
ART0100,0,proceduralni,0,neutralan,actor_023
ART0101,1,nacionalni,2,pro_hrvatska_opcija,actor_005
ART0102,-1,proceduralni,0,pro_opozicija,actor_064
ART0103,0,proceduralni,2,neutralan,actor_012
ART0104,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0105,0,proceduralni,0,neutralan,actor_015
ART0106,1,ekonomski,0,pro_vlast,actor_018
ART0107,1,proceduralni,0,pro_hrvatska_opcija,actor_017
ART0108,1,konflikt,0,neutralan,actor_059
ART0109,0,konflikt,2,neutralan,actor_052
ART0110,1,nacionalni,0,pro_bosnjacka_opcija,actor_054
ART0111,0,proceduralni,2,neutralan,actor_031
ART0112,0,proceduralni,0,neutralan,actor_033
ART0113,0,konflikt,2,neutralan,actor_001
ART0114,-1,odgovornost,0,pro_opozicija,actor_043
ART0115,1,nacionalni,0,pro_hrvatska_opcija,actor_046
ART0116,1,ekonomski,0,neutralan,actor_055
ART0117,-1,konflikt,0,neutralan,actor_045
ART0118,1,konflikt,0,pro_opozicija,actor_030
ART0119,0,proceduralni,2,neutralan,actor_049
ART0120,-1,odgovornost,0,pro_opozicija,actor_017
ART0121,1,konflikt,0,pro_vlast,actor_027
ART0122,0,proceduralni,2,neutralan,actor_012
ART0123,0,proceduralni,0,neutralan,actor_033
ART0124,-1,konflikt,0,pro_opozicija,actor_027
ART0125,0,proceduralni,0,neutralan,actor_019
ART0126,1,konflikt,0,pro_opozicija,actor_059
ART0127,1,konflikt,0,pro_opozicija,actor_030
ART0128,0,proceduralni,0,neutralan,actor_033
ART0129,-1,odgovornost,0,neutralan,actor_017
ART0130,1,ekonomski,0,neutralan,actor_037
ART0131,0,proceduralni,0,neutralan,actor_049
ART0132,-1,proceduralni,0,neutralan,actor_055
ART0133,0,proceduralni,0,neutralan,actor_004
ART0134,0,proceduralni,0,neutralan,actor_055
ART0135,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0136,-1,konflikt,0,pro_bosnjacka_opcija,actor_027
ART0137,1,odgovornost,0,pro_vlast,actor_043
ART0138,-1,proceduralni,0,pro_gradjanska_opcija,actor_057
ART0139,0,ekonomski,0,neutralan,actor_018
ART0140,0,proceduralni,2,neutralan,actor_020
ART0141,0,proceduralni,2,neutralan,actor_012
ART0142,0,proceduralni,0,neutralan,actor_019
ART0143,0,proceduralni,0,neutralan,actor_020
ART0144,0,proceduralni,0,neutralan,actor_036
ART0145,0,proceduralni,0,neutralan,actor_055
ART0146,0,ekonomski,0,neutralan,actor_039
ART0147,-1,konflikt,0,neutralan,actor_045
ART0148,0,proceduralni,0,neutralan,actor_012
ART0149,0,konflikt,2,neutralan,actor_052
ART0150,0,proceduralni,0,neutralan,actor_027
ART0151,-1,nacionalni,1,neutralan,actor_027
ART0152,1,ekonomski,0,neutralan,actor_039
ART0153,-1,konflikt,0,pro_opozicija,actor_027
ART0154,0,proceduralni,1,neutralan,actor_064
ART0155,0,proceduralni,2,neutralan,actor_023
ART0156,0,proceduralni,0,neutralan,actor_049
ART0157,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0158,-1,proceduralni,0,neutralan,actor_023
ART0159,0,moralni,0,pro_bosnjacka_opcija,actor_039
ART0160,-1,proceduralni,0,pro_opozicija,actor_005
ART0161,-1,ekonomski,0,pro_opozicija,actor_043
ART0162,1,proceduralni,0,pro_hrvatska_opcija,actor_017
ART0163,-1,nacionalni,0,pro_hrvatska_opcija,actor_059
ART0164,0,proceduralni,0,neutralan,actor_020
ART0165,0,proceduralni,2,neutralan,actor_049
ART0166,1,proceduralni,0,pro_opozicija,actor_059
ART0167,0,proceduralni,0,neutralan,actor_055
ART0168,-1,odgovornost,0,pro_opozicija,actor_037
ART0169,0,proceduralni,0,neutralan,actor_012
ART0170,0,konflikt,2,neutralan,actor_042
ART0171,0,proceduralni,2,neutralan,actor_017
ART0172,0,nacionalni,0,neutralan,actor_027
ART0173,-1,nacionalni,0,pro_gradjanska_opcija,actor_005
ART0174,0,ekonomski,2,neutralan,actor_027
ART0175,0,proceduralni,0,neutralan,actor_054
ART0176,-2,nacionalni,0,pro_hrvatska_opcija,actor_044
ART0177,1,konflikt,1,pro_opozicija,actor_059
ART0178,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0179,1,nacionalni,0,pro_srpska_opcija,actor_031
ART0180,0,proceduralni,0,pro_gradjanska_opcija,actor_055
ART0181,-1,konflikt,2,neutralan,actor_030
ART0182,0,ekonomski,0,neutralan,actor_025
ART0183,0,proceduralni,0,neutralan,actor_004
ART0184,0,proceduralni,0,neutralan,actor_055
ART0185,0,proceduralni,0,neutralan,actor_055
ART0186,-1,odgovornost,1,pro_opozicija,actor_043
ART0187,-1,nacionalni,0,pro_opozicija,actor_017
ART0188,-1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0189,0,proceduralni,0,neutralan,actor_049
ART0190,1,konflikt,0,pro_opozicija,actor_030
ART0191,0,ekonomski,2,neutralan,actor_012
ART0192,1,proceduralni,0,pro_hrvatska_opcija,actor_017
ART0193,1,proceduralni,1,pro_hrvatska_opcija,actor_025
ART0194,-1,konflikt,0,pro_bosnjacka_opcija,actor_057
ART0195,1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0196,1,proceduralni,0,neutralan,actor_049
ART0197,-2,odgovornost,0,pro_opozicija,actor_054
ART0198,1,konflikt,0,pro_vlast,actor_054
ART0199,0,konflikt,1,neutralan,actor_027
ART0200,-1,proceduralni,2,neutralan,actor_020
ART0201,0,proceduralni,0,neutralan,actor_027
ART0202,1,ekonomski,0,neutralan,actor_012
ART0203,0,proceduralni,0,neutralan,actor_055
ART0204,1,konflikt,0,pro_opozicija,actor_062
ART0205,1,proceduralni,0,pro_gradjanska_opcija,actor_012
ART0206,1,proceduralni,0,neutralan,actor_064
ART0207,-1,konflikt,0,neutralan,actor_023
ART0208,1,nacionalni,0,pro_gradjanska_opcija,actor_055
ART0209,-1,moralni,0,pro_hrvatska_opcija,actor_015
ART0210,0,proceduralni,0,neutralan,actor_049
ART0211,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0212,0,proceduralni,2,neutralan,actor_023
ART0213,0,proceduralni,0,neutralan,actor_055
ART0214,1,proceduralni,0,pro_vlast,actor_054
ART0215,0,konflikt,0,neutralan,actor_055
ART0216,-2,konflikt,0,pro_opozicija,actor_054
ART0217,-1,nacionalni,0,pro_bosnjacka_opcija,actor_027
ART0218,0,konflikt,2,pro_hrvatska_opcija,actor_040
ART0219,-1,ekonomski,0,pro_opozicija,actor_012
ART0220,-1,proceduralni,0,neutralan,actor_027
ART0221,1,ekonomski,1,pro_vlast,actor_043
ART0222,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0223,1,proceduralni,0,pro_bosnjacka_opcija,actor_012
ART0224,-1,konflikt,0,pro_opozicija,actor_028
ART0225,-1,odgovornost,0,pro_opozicija,actor_037
ART0226,-2,konflikt,0,pro_opozicija,actor_054
ART0227,1,odgovornost,0,neutralan,actor_043
ART0228,0,odgovornost,2,neutralan,actor_018
ART0229,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0230,0,proceduralni,0,neutralan,actor_055
ART0231,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0232,0,proceduralni,0,neutralan,actor_043
ART0233,-1,nacionalni,0,pro_gradjanska_opcija,actor_027
ART0234,0,proceduralni,2,neutralan,actor_015
ART0235,0,proceduralni,0,neutralan,actor_039
ART0236,1,konflikt,0,pro_opozicija,actor_059
ART0237,0,ekonomski,2,neutralan,actor_018
ART0238,1,proceduralni,0,pro_opozicija,actor_062
ART0239,-1,ekonomski,0,pro_opozicija,actor_043
ART0240,0,proceduralni,0,neutralan,actor_055
ART0241,-1,odgovornost,0,pro_opozicija,actor_043
ART0242,-1,proceduralni,0,neutralan,actor_055
ART0243,1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0244,0,proceduralni,0,neutralan,actor_055
ART0245,1,proceduralni,0,pro_gradjanska_opcija,actor_044
ART0246,-1,proceduralni,1,pro_bosnjacka_opcija,actor_033
ART0247,1,nacionalni,0,pro_gradjanska_opcija,actor_006
ART0248,-1,konflikt,0,pro_opozicija,actor_027
ART0249,0,nacionalni,0,pro_bosnjacka_opcija,actor_055
ART0250,0,proceduralni,1,neutralan,actor_033
ART0251,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0252,0,proceduralni,0,neutralan,actor_026
ART0253,-1,konflikt,0,pro_bosnjacka_opcija,actor_017
ART0254,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0255,-2,proceduralni,0,pro_vlast,actor_049
ART0256,1,proceduralni,0,pro_opozicija,actor_044
ART0257,0,proceduralni,0,neutralan,actor_017
ART0258,1,konflikt,0,neutralan,actor_030
ART0259,0,proceduralni,2,neutralan,actor_064
ART0260,0,proceduralni,0,neutralan,actor_027
ART0261,0,proceduralni,2,neutralan,actor_023
ART0262,-1,proceduralni,0,neutralan,actor_027
ART0263,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0264,-1,nacionalni,0,pro_hrvatska_opcija,actor_059
ART0265,-1,konflikt,0,pro_bosnjacka_opcija,actor_027
ART0266,1,proceduralni,0,pro_hrvatska_opcija,actor_040
ART0267,0,proceduralni,0,neutralan,actor_055
ART0268,-1,nacionalni,0,pro_bosnjacka_opcija,actor_031
ART0269,0,proceduralni,0,neutralan,actor_019
ART0270,0,proceduralni,0,neutralan,actor_012
ART0271,1,odgovornost,0,pro_srpska_opcija,actor_064
ART0272,0,neutralan,0,neutralan,actor_012
ART0273,0,proceduralni,0,neutralan,actor_019
ART0274,-1,ekonomski,0,pro_opozicija,actor_043
ART0275,0,proceduralni,0,neutralan,actor_030
ART0276,1,ekonomski,0,pro_vlast,actor_043
ART0277,1,proceduralni,0,neutralan,actor_030
ART0278,-1,proceduralni,0,neutralan,actor_027
ART0279,0,neutralan,0,neutralan,actor_063
ART0280,0,proceduralni,2,neutralan,actor_020
ART0281,0,konflikt,2,neutralan,actor_052
ART0282,0,konflikt,2,neutralan,actor_052
ART0283,-1,proceduralni,1,pro_opozicija,actor_037
ART0284,0,proceduralni,0,neutralan,actor_012
ART0285,1,proceduralni,0,pro_bosnjacka_opcija,actor_063
ART0286,1,ekonomski,0,pro_vlast,actor_043
ART0287,0,proceduralni,0,neutralan,actor_049
ART0288,-1,konflikt,0,pro_opozicija,actor_027
ART0289,-2,nacionalni,0,pro_hrvatska_opcija,actor_059
ART0290,0,proceduralni,2,neutralan,actor_033
ART0291,1,proceduralni,0,pro_vlast,actor_006
ART0292,-2,konflikt,0,pro_opozicija,actor_054
ART0293,0,ekonomski,2,neutralan,actor_012
ART0294,0,proceduralni,1,neutralan,actor_017
ART0295,1,ekonomski,0,pro_opozicija,actor_043
ART0296,-1,nacionalni,0,pro_bosnjacka_opcija,actor_018
ART0297,1,odgovornost,0,pro_gradjanska_opcija,actor_020
ART0298,0,proceduralni,0,neutralan,actor_055
ART0299,-1,proceduralni,0,neutralan,actor_027
ART0300,-1,proceduralni,0,pro_srpska_opcija,actor_015
ART0301,0,nacionalni,0,neutralan,actor_040
ART0302,-1,odgovornost,2,neutralan,actor_018
ART0303,0,proceduralni,0,neutralan,actor_064
ART0304,0,ekonomski,0,neutralan,actor_055
ART0305,1,ekonomski,0,pro_vlast,actor_027
ART0306,-1,nacionalni,0,pro_bosnjacka_opcija,actor_017
ART0307,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0308,0,proceduralni,0,neutralan,actor_019
ART0309,0,proceduralni,0,neutralan,actor_019
ART0310,0,ekonomski,0,neutralan,actor_012
ART0311,1,odgovornost,0,pro_opozicija,actor_030
ART0312,-1,ekonomski,0,pro_bosnjacka_opcija,actor_031
ART0313,0,odgovornost,2,neutralan,actor_018
ART0314,0,proceduralni,0,neutralan,actor_015
ART0315,-1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0316,-1,proceduralni,0,neutralan,actor_027
ART0317,-1,odgovornost,0,pro_opozicija,actor_043
ART0318,0,ekonomski,0,neutralan,actor_043
ART0319,0,proceduralni,0,neutralan,actor_012
ART0320,1,proceduralni,0,neutralan,actor_040
ART0321,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0322,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0323,1,konflikt,0,pro_srpska_opcija,actor_027
ART0324,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0325,0,proceduralni,0,neutralan,actor_033
ART0326,-1,ekonomski,0,pro_opozicija,actor_037
ART0327,0,proceduralni,0,neutralan,actor_064
ART0328,-1,proceduralni,0,neutralan,actor_064
ART0329,-1,odgovornost,0,pro_opozicija,actor_037
ART0330,0,proceduralni,2,neutralan,actor_055
ART0331,1,nacionalni,0,pro_srpska_opcija,actor_004
ART0332,0,ekonomski,0,neutralan,actor_012
ART0333,-1,proceduralni,0,neutralan,actor_012
ART0334,-1,proceduralni,0,pro_hrvatska_opcija,actor_005
ART0335,0,konflikt,2,neutralan,actor_061
ART0336,-1,konflikt,0,pro_opozicija,actor_040
ART0337,0,proceduralni,0,neutralan,actor_040
ART0338,0,proceduralni,0,neutralan,actor_015
ART0339,1,nacionalni,1,pro_hrvatska_opcija,actor_017
ART0340,-1,ekonomski,1,pro_opozicija,actor_043
ART0341,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0342,1,konflikt,0,pro_opozicija,actor_063
ART0343,-1,konflikt,0,pro_bosnjacka_opcija,actor_018
ART0344,1,nacionalni,0,neutralan,actor_059
ART0345,1,konflikt,1,neutralan,actor_027
ART0346,1,proceduralni,0,pro_hrvatska_opcija,actor_017
ART0347,-1,nacionalni,0,pro_bosnjacka_opcija,actor_027
ART0348,1,neutralan,0,pro_srpska_opcija,actor_027
ART0349,0,konflikt,2,neutralan,actor_052
ART0350,0,proceduralni,0,neutralan,actor_017
ART0351,-1,nacionalni,0,pro_opozicija,actor_004
ART0352,0,konflikt,0,neutralan,actor_043
ART0353,-1,odgovornost,0,neutralan,actor_012
ART0354,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0355,0,ekonomski,2,neutralan,actor_055
ART0356,-2,odgovornost,0,pro_opozicija,actor_054
ART0357,0,ekonomski,2,neutralan,actor_012
ART0358,-1,proceduralni,0,pro_opozicija,actor_027
ART0359,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0360,1,nacionalni,1,pro_srpska_opcija,actor_004
ART0361,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0362,1,ekonomski,0,pro_vlast,actor_043
ART0363,0,proceduralni,0,neutralan,actor_027
ART0364,-1,odgovornost,0,pro_vlast,actor_047
ART0365,-1,moralni,0,pro_opozicija,actor_018
ART0366,-1,proceduralni,1,pro_opozicija,actor_018
ART0367,-1,konflikt,0,neutralan,actor_064
ART0368,1,konflikt,1,pro_opozicija,actor_030
ART0369,1,proceduralni,0,pro_opozicija,actor_062
ART0370,0,proceduralni,0,neutralan,actor_049
ART0371,-1,moralni,0,pro_bosnjacka_opcija,actor_027
ART0372,1,konflikt,0,pro_opozicija,actor_062
ART0373,1,moralni,0,pro_bosnjacka_opcija,actor_012
ART0374,-1,nacionalni,0,pro_bosnjacka_opcija,actor_017
ART0375,0,proceduralni,2,neutralan,actor_015
ART0376,-1,odgovornost,0,neutralan,actor_012
ART0377,1,odgovornost,0,neutralan,actor_043
ART0378,1,konflikt,0,pro_opozicija,actor_063
ART0379,-1,proceduralni,0,neutralan,actor_027
ART0380,0,konflikt,2,neutralan,actor_052
ART0381,-1,konflikt,0,pro_opozicija,actor_054
ART0382,-1,proceduralni,0,neutralan,actor_004
ART0383,-1,proceduralni,1,pro_opozicija,actor_018
ART0384,0,proceduralni,2,neutralan,actor_018
ART0385,0,proceduralni,2,neutralan,actor_018
ART0386,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0387,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0388,0,proceduralni,2,neutralan,actor_012
ART0389,0,proceduralni,0,neutralan,actor_031
ART0390,1,konflikt,0,pro_vlast,actor_054
ART0391,0,proceduralni,0,neutralan,actor_033
ART0392,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0393,1,proceduralni,0,neutralan,actor_040
ART0394,1,proceduralni,0,pro_vlast,actor_027
ART0395,-1,odgovornost,0,pro_opozicija,actor_054
ART0396,-1,nacionalni,0,pro_bosnjacka_opcija,actor_027
ART0397,1,odgovornost,0,pro_opozicija,actor_032
ART0398,0,ekonomski,2,neutralan,actor_018
ART0399,0,proceduralni,0,neutralan,actor_018
ART0400,1,nacionalni,0,pro_opozicija,actor_036
ART0401,0,konflikt,0,neutralan,actor_052
ART0402,0,konflikt,2,neutralan,actor_034
ART0403,1,odgovornost,0,pro_vlast,actor_050
ART0404,1,proceduralni,0,pro_bosnjacka_opcija,actor_054
ART0405,1,nacionalni,0,pro_hrvatska_opcija,actor_005
ART0406,-1,proceduralni,0,neutralan,actor_055
ART0407,-1,nacionalni,0,pro_gradjanska_opcija,actor_005
ART0408,0,proceduralni,2,neutralan,actor_012
ART0409,0,konflikt,2,neutralan,actor_040
ART0410,0,proceduralni,0,pro_gradjanska_opcija,actor_020
ART0411,-1,nacionalni,1,pro_bosnjacka_opcija,actor_027
ART0412,1,konflikt,0,pro_vlast,actor_014
ART0413,0,proceduralni,2,neutralan,actor_033
ART0414,-1,nacionalni,2,neutralan,actor_005
ART0415,-1,nacionalni,0,pro_bosnjacka_opcija,actor_017
ART0416,1,nacionalni,0,pro_hrvatska_opcija,actor_040
ART0417,1,proceduralni,0,pro_hrvatska_opcija,actor_040
ART0418,0,proceduralni,0,neutralan,actor_049
ART0419,-1,konflikt,2,neutralan,actor_030
ART0420,-1,konflikt,0,pro_opozicija,actor_017
ART0421,0,proceduralni,0,neutralan,actor_019
ART0422,0,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0423,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0424,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0425,0,proceduralni,0,neutralan,actor_015
ART0426,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0427,1,nacionalni,0,pro_bosnjacka_opcija,actor_030
ART0428,1,ekonomski,0,pro_vlast,actor_043
ART0429,0,proceduralni,0,neutralan,actor_031
ART0430,0,proceduralni,0,neutralan,actor_057
ART0431,0,nacionalni,1,neutralan,actor_005
ART0432,-1,nacionalni,0,pro_gradjanska_opcija,actor_030
ART0433,0,proceduralni,0,neutralan,actor_004
ART0434,0,proceduralni,2,neutralan,actor_055
ART0435,0,proceduralni,1,pro_gradjanska_opcija,actor_020
ART0436,0,proceduralni,0,neutralan,actor_049
ART0437,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0438,1,proceduralni,0,pro_opozicija,actor_014
ART0439,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0440,-1,ekonomski,0,neutralan,actor_012
ART0441,0,proceduralni,0,neutralan,actor_055
ART0442,1,nacionalni,0,pro_bosnjacka_opcija,actor_063
ART0443,1,nacionalni,0,pro_hrvatska_opcija,actor_017
ART0444,-1,odgovornost,0,neutralan,actor_012
ART0445,1,nacionalni,0,pro_srpska_opcija,actor_027
ART0446,0,proceduralni,2,neutralan,actor_027
ART0447,-1,proceduralni,0,neutralan,actor_018
ART0448,1,ekonomski,0,pro_opozicija,actor_030
ART0449,0,proceduralni,2,neutralan,actor_004
ART0450,1,proceduralni,0,pro_hrvatska_opcija,actor_040
ART0451,-1,odgovornost,0,pro_opozicija,actor_017
ART0452,-1,nacionalni,1,pro_bosnjacka_opcija,actor_004
ART0453,-1,konflikt,0,pro_opozicija,actor_027
ART0454,0,proceduralni,0,neutralan,actor_012
ART0455,1,proceduralni,0,pro_hrvatska_opcija,actor_040
ART0456,1,ekonomski,0,pro_vlast,actor_043
ART0457,-1,odgovornost,0,pro_opozicija,actor_017
ART0458,0,proceduralni,0,neutralan,actor_043
